2025-05-09 20:26:26,333 - INFO - Log file cleared
2025-05-09 20:26:27,999 - INFO - joints_0 = [0.4305234375000001, 0, -90.13993229166667, 95.13993229166667, 0, -45]
2025-05-09 20:26:28,453 - INFO - joints_0 = [0.8434765625000001, 0, -90.28021354166667, 95.28021354166667, 0, -45]
2025-05-09 20:26:28,698 - INFO - joints_0 = [1.2599531250000002, 0, -90.45215625, 95.45215625, 0, -45]
2025-05-09 20:26:30,551 - INFO - joints_0 = [1.7089375000000002, 0, -90.64435416666667, 95.64435416666667, 0, -45]
2025-05-09 20:26:33,551 - INFO - joints_0 = [2.8758203125, 0, -90.95705729166667, 95.95705729166667, 0, -45]
2025-05-09 20:26:34,199 - INFO - joints_0 = [3.8180703125, 0, -91.28200520833335, 96.28200520833335, 0, -45]
2025-05-09 20:26:34,447 - INFO - joints_0 = [3.9500234375000005, 0, -91.42040104166668, 96.42040104166668, 0, -45]
2025-05-09 20:26:34,498 - INFO - joints_0 = [4.145406250000001, 0, -91.61342708333335, 96.61342708333335, 0, -45]
2025-05-09 20:26:34,650 - INFO - joints_0 = [4.3620703125, 0, -91.80066145833335, 96.80066145833335, 0, -45]
2025-05-09 20:26:34,752 - INFO - joints_0 = [4.621218750000001, 0, -91.99931250000002, 96.99931250000002, 0, -45]
2025-05-09 20:26:35,750 - INFO - joints_0 = [4.772203125000001, 0, -92.17809375000002, 97.17809375000002, 0, -45]
2025-05-09 20:26:35,799 - INFO - joints_0 = [4.970968750000001, 0, -92.37401041666668, 97.37401041666668, 0, -45]
2025-05-09 20:26:35,850 - INFO - joints_0 = [5.165953125000001, 0, -92.56779166666668, 97.56779166666668, 0, -45]
2025-05-09 20:26:35,898 - INFO - joints_0 = [5.289398437500001, 0, -92.73855729166668, 97.73855729166668, 0, -45]
2025-05-09 20:26:36,051 - INFO - joints_0 = [5.289398437500001, 0, -92.94052604166669, 97.94052604166669, 0, -45]
2025-05-09 20:26:36,851 - INFO - joints_0 = [5.289398437500001, 0, -93.12471354166668, 98.12471354166668, 0, -45]
2025-05-09 20:26:37,099 - INFO - joints_0 = [5.289398437500001, 0, -93.30934375000001, 98.30934375000001, 0, -45]
2025-05-09 20:26:37,151 - INFO - joints_0 = [5.289398437500001, 0, -93.4949375, 98.4949375, 0, -45]
2025-05-09 20:26:38,053 - INFO - joints_0 = [5.289398437500001, 0, -93.66531770833333, 98.66531770833333, 0, -45]
2025-05-09 20:26:38,102 - INFO - joints_0 = [5.289398437500001, 0, -93.839234375, 98.839234375, 0, -45]
2025-05-09 20:26:38,153 - INFO - joints_0 = [5.289398437500001, 0, -94.01878125, 99.01878125, 0, -45]
2025-05-09 20:26:38,301 - INFO - joints_0 = [5.289398437500001, 0, -94.22641145833333, 99.22641145833333, 0, -45]
2025-05-09 20:26:38,351 - INFO - joints_0 = [5.289398437500001, 0, -94.42618229166666, 99.42618229166666, 0, -45]
2025-05-09 20:26:38,551 - INFO - joints_0 = [5.371664062500001, 0, -94.61911979166666, 99.61911979166666, 0, -45]
2025-05-09 20:26:39,099 - INFO - joints_0 = [5.371664062500001, 0, -94.7958125, 99.7958125, 0, -45]
2025-05-09 20:26:39,251 - INFO - joints_0 = [5.371664062500001, 0, -94.98961979166667, 99.98961979166667, 0, -45]
2025-05-09 20:26:39,450 - INFO - joints_0 = [5.371664062500001, 0, -95.17344270833334, 100.17344270833334, 0, -45]
2025-05-09 20:26:39,499 - INFO - joints_0 = [5.371664062500001, 0, -95.35143229166667, 100.35143229166667, 0, -45]
2025-05-09 20:26:40,099 - INFO - joints_0 = [5.371664062500001, 0, -95.55488541666666, 100.55488541666666, 0, -45]
2025-05-09 20:26:40,599 - INFO - joints_0 = [5.4648984375000005, 0, -95.72541145833333, 100.72541145833333, 0, -45]
2025-05-09 20:26:40,699 - INFO - joints_0 = [5.542734375, 0, -95.89946354166666, 100.89946354166666, 0, -45]
2025-05-09 20:26:40,899 - INFO - joints_0 = [5.542734375, 0, -96.07965625, 101.07965625, 0, -45]
2025-05-09 20:26:41,049 - INFO - joints_0 = [5.542734375, 0, -96.29314062499999, 101.29314062499999, 0, -45]
2025-05-09 20:26:42,148 - INFO - joints_0 = [5.542734375, 0, -96.52120833333332, 101.52120833333332, 0, -45]
2025-05-09 20:26:42,500 - INFO - joints_0 = [5.542734375, 0, -96.76128645833332, 101.76128645833332, 0, -45]
2025-05-09 20:26:42,599 - INFO - joints_0 = [5.542734375, 0, -96.99879166666665, 101.99879166666665, 0, -45]
